1    :  A-LiuCheNGJiN       , 积分： 897.52  (单日浮动：-16.73), 赛季kpm: 3.0, 游玩时长(小时): 48.6
13360:  Bibilion            , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.3
13361:  zkzjzxh             , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 0.4
13362:  Enfidaville         , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 0.3
13363:  ldDunkman           , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.3
13364:  zhangboyu971003     , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.3
13365:  ygryyhhsh           , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.3
13366:  wodemz              , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.3
13367:  AtKingQ             , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.4
13368:  gupdz               , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.4
13369:  mhe6m3u382oi        , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.4
13370:  QINZIM              , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 0.4
13371:  AkiraKUROUSAW       , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.3
13372:  zhenaifenobeibie    , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.3
13373:  ylsfm159            , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 0.3
13374:  Aa828192            , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.3
13375:  Yannnny             , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 0.1
13376:  X3wayne             , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.3
13377:  KesonCc             , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.9, 游玩时长(小时): 0.2
13378:  sd4sdv              , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.3
13379:  yfhbvcv             , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.4
13380:  xyj7106             , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 0.4
13381:  XMWXMWXMW1          , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 0.4
13382:  yunxizuke           , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 0.4
13383:  3014174902          , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.4
13384:  ningbaiyiyi         , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 0.3
13385:  a54612231           , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 1.1, 游玩时长(小时): 0.2
13386:  76AA02              , 积分： 103.27  (单日浮动：  3.27), 赛季kpm: 0.5, 游玩时长(小时): 0.4
13387:  Thehoure            , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.3
13388:  ZQ00618             , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.4
13389:  ybpq0               , 积分： 103.27  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.4
13390:  qosmsop             , 积分： 103.26  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.4
13391:  lifugu              , 积分： 103.26  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.2
13392:  135R46342           , 积分： 103.26  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.4
13393:  gbvwi               , 积分： 103.26  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.3
13394:  vainglory49         , 积分： 103.26  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 0.2
13395:  kaidashao           , 积分： 103.26  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 0.4
13396:  xingxingye          , 积分： 103.26  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 0.4
13397:  ovoliuovo           , 积分： 103.26  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.4
13398:  ltyfyc              , 积分： 103.26  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.4
13399:  Porfore             , 积分： 103.26  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.3
13400:  H552277             , 积分： 103.26  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.4
13401:  tomatomatomt        , 积分： 103.26  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.4
13402:  ChinaZQ90           , 积分： 103.26  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.4
13403:  haotuntun           , 积分： 103.26  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.4
13404:  strangerfather      , 积分： 103.26  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.3
13405:  jguyk               , 积分： 103.25  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 0.4
13406:  JediNumber_69       , 积分： 103.25  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.3
13407:  ark050214           , 积分： 103.25  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.4
13408:  24865yue            , 积分： 103.25  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 0.4
13409:  Jeremyduan          , 积分： 103.25  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.4
13410:  Baihan686           , 积分： 103.25  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 0.4
13411:  HJKBCU              , 积分： 103.25  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.2
13412:  windy105            , 积分： 103.25  (单日浮动：  0.00), 赛季kpm: 1.1, 游玩时长(小时): 0.2
13413:  lgx150              , 积分： 103.25  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.3
13414:  chuanyu12           , 积分： 103.25  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.4
13415:  wdwmdkmw            , 积分： 103.25  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.3
13416:  3411978593          , 积分： 103.25  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.3
13417:  VagrancySoul        , 积分： 103.25  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.3
13418:  BorrrBr             , 积分： 103.25  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.3
13419:  gunking666          , 积分： 103.25  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.3
13420:  wanzhiling          , 积分： 103.25  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 0.2
13421:  2003122211          , 积分： 103.25  (单日浮动：  0.00), 赛季kpm: 1.1, 游玩时长(小时): 0.2
13422:  guyuanmugu          , 积分： 103.24  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.3
13423:  lwg57jhxgksj        , 积分： 103.24  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.3
13424:  uwhdw               , 积分： 103.24  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.3
13425:  guangliutaba        , 积分： 103.24  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 0.4
13426:  54DaGG              , 积分： 103.24  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.4
13427:  wfy91               , 积分： 103.24  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 0.2
13428:  1897122             , 积分： 103.24  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.5
13429:  7sfaffe             , 积分： 103.24  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.3
13430:  NianBaiLin          , 积分： 103.24  (单日浮动：  0.00), 赛季kpm: 1.1, 游玩时长(小时): 0.3
13431:  weixyu9527          , 积分： 103.24  (单日浮动：  0.00), 赛季kpm: 0.0, 游玩时长(小时): 0.2
13432:  kaiser2007514       , 积分： 103.24  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.3
13433:  37274784            , 积分： 103.24  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.4
13434:  Noah_G518           , 积分： 103.24  (单日浮动：  0.00), 赛季kpm: 1.0, 游玩时长(小时): 0.2
13435:  233mrzhou           , 积分： 103.24  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.3
13436:  0annyS              , 积分： 103.24  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.3
13437:  ljxismmt            , 积分： 103.24  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.3
13438:  challenge8899       , 积分： 103.23  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.3
13439:  WHOUFF              , 积分： 103.23  (单日浮动：  0.00), 赛季kpm: 0.0, 游玩时长(小时): 0.1
13440:  phhql               , 积分： 103.23  (单日浮动：  0.00), 赛季kpm: 0.9, 游玩时长(小时): 0.1
13441:  xssing              , 积分： 103.23  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 0.4
13442:  ewrfRFEDGGH         , 积分： 103.23  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 0.4
13443:  GIDGhost            , 积分： 103.23  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.4
13444:  XiangShuai013119    , 积分： 103.23  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.3
13445:  luoriyangqin        , 积分： 103.23  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.3
13446:  sdhjahj             , 积分： 103.23  (单日浮动：  0.00), 赛季kpm: 1.1, 游玩时长(小时): 0.2
13447:  FlZhiyu             , 积分： 103.23  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.3
13448:  yydsjds             , 积分： 103.23  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 0.3
13449:  p0tato_degure       , 积分： 103.23  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 0.3
13450:  cryingter           , 积分： 103.23  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.2
13451:  28259618            , 积分： 103.23  (单日浮动：  3.23), 赛季kpm: 0.9, 游玩时长(小时): 0.3
13452:  yangche33           , 积分： 103.23  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.3
13453:  Linglingricew       , 积分： 103.23  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 0.3
13454:  zxcaqman            , 积分： 103.23  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.1
13455:  wyb112307           , 积分： 103.23  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 0.2
13456:  watyw               , 积分： 103.23  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.4
13457:  GuinnFlower         , 积分： 103.23  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.4
13458:  biolong5200         , 积分： 103.23  (单日浮动：  0.00), 赛季kpm: 1.2, 游玩时长(小时): 0.2
13459:  AstLING             , 积分： 103.22  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.4
13460:  2972141623          , 积分： 103.22  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.3
13461:  BB_YY_SS6           , 积分： 103.22  (单日浮动：  0.00), 赛季kpm: 1.2, 游玩时长(小时): 0.3
13462:  plqa2               , 积分： 103.22  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.3
13463:  suterawu1219        , 积分： 103.22  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.3
13464:  xialuking           , 积分： 103.22  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.3
13465:  taku780000          , 积分： 103.22  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 0.3
13466:  PTluviOWN           , 积分： 103.22  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.3
13467:  lylc12598           , 积分： 103.22  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 0.4
13468:  moonersuner         , 积分： 103.22  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 0.5
13469:  KonoSara            , 积分： 103.21  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.3
13470:  2325790131          , 积分： 103.21  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.3
13471:  paoyu_exe           , 积分： 103.21  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.4
13472:  sak2533             , 积分： 103.21  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.3
13473:  tuv04j7mcwzc        , 积分： 103.21  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 0.4
13474:  piiiiity            , 积分： 103.21  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 0.4
13475:  ABCCNNLLAAA         , 积分： 103.21  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.4
13476:  suiyujie123         , 积分： 103.21  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.4
13477:  krieg_dakk          , 积分： 103.21  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.2
13478:  zjhyydsnb666        , 积分： 103.21  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 0.4
13479:  Rh20071015          , 积分： 103.21  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 0.4
13480:  JackchenJack        , 积分： 103.21  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.3
13481:  RedmiK80Pro         , 积分： 103.21  (单日浮动：  0.00), 赛季kpm: 1.2, 游玩时长(小时): 0.1
13482:  gghgukhwan          , 积分： 103.21  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.3
13483:  Khanman             , 积分： 103.21  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.3
13484:  Thecameltat2        , 积分： 103.21  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 0.4
13485:  77426824            , 积分： 103.21  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.5
13486:  722553              , 积分： 103.21  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 0.4
13487:  liang_mi_ji_1234    , 积分： 103.21  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.3
13488:  xiaoguaishougod     , 积分： 103.21  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.3
13489:  q670844518          , 积分： 103.20  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.3
13490:  qojgqh86ucnc        , 积分： 103.20  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.4
13491:  ESPDaas             , 积分： 103.20  (单日浮动：  0.00), 赛季kpm: 0.9, 游玩时长(小时): 0.3
13492:  fengzhongliuli      , 积分： 103.20  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.3
13493:  TeacherLiu-ovo      , 积分： 103.20  (单日浮动：  0.00), 赛季kpm: 1.2, 游玩时长(小时): 0.1
13494:  kzj2000315          , 积分： 103.20  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.3
13495:  FairSpace144346     , 积分： 103.20  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.2
13496:  luboshun20071221    , 积分： 103.20  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 0.3
13497:  liTeddyz            , 积分： 103.20  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.4
13498:  Zero00l             , 积分： 103.20  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.3
13499:  WGHZSS              , 积分： 103.20  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 0.4
13500:  awai5259            , 积分： 103.20  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.3
13501:  lyhhukang           , 积分： 103.19  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 0.5
13502:  libraovozzz         , 积分： 103.19  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.3
13503:  Hansonboy           , 积分： 103.19  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.4
13504:  xiaohuohou          , 积分： 103.19  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.3
13505:  usamiddb            , 积分： 103.19  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 0.4
13506:  cxksingjumprp       , 积分： 103.19  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.3
13507:  kjwdd               , 积分： 103.19  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.4
13508:  mas7274             , 积分： 103.19  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.3
13509:  ych6610             , 积分： 103.19  (单日浮动：  0.00), 赛季kpm: 0.0, 游玩时长(小时): 0.4
13510:  wedhTD              , 积分： 103.19  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.3
13511:  wercghj             , 积分： 103.19  (单日浮动：  0.00), 赛季kpm: 0.3, 游玩时长(小时): 0.4
13512:  cailihelss          , 积分： 103.19  (单日浮动：  0.00), 赛季kpm: 0.0, 游玩时长(小时): 0.4
13513:  QAQ_MP4             , 积分： 103.19  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.3
13514:  kangriyingxiong     , 积分： 103.19  (单日浮动：  0.00), 赛季kpm: 1.6, 游玩时长(小时): 0.1
13515:  Ibuko226            , 积分： 103.19  (单日浮动：  0.00), 赛季kpm: 0.5, 游玩时长(小时): 0.3
13516:  xiaohe120           , 积分： 103.19  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.4
13517:  ningqueliu          , 积分： 103.19  (单日浮动：  0.00), 赛季kpm: 0.6, 游玩时长(小时): 0.4
13518:  166629              , 积分： 103.19  (单日浮动：  0.00), 赛季kpm: 0.2, 游玩时长(小时): 0.4
13519:  ssmdshq0fk2y        , 积分： 103.18  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 0.4
13520:  ganyulove54         , 积分： 103.18  (单日浮动：  0.00), 赛季kpm: 0.1, 游玩时长(小时): 0.4
13521:  huajideyun233       , 积分： 103.18  (单日浮动：  0.00), 赛季kpm: 0.8, 游玩时长(小时): 0.4
13522:  liuwenshuonb        , 积分： 103.18  (单日浮动：  0.00), 赛季kpm: 0.7, 游玩时长(小时): 0.3
13523:  miska66678          , 积分： 103.18  (单日浮动：  0.00), 赛季kpm: 0.4, 游玩时长(小时): 0.3
